Dataset,Model,overall_dataset_auc,overall_dataset_auc_std,student_auc_mean,student_auc_mean_std,student_auc_std,student_auc_std_std,student_auc_max,student_auc_max_std,student_auc_min,student_auc_min_std,student_auc_range,student_auc_range_std,unfairness_metric,average_auc,average_auc_std,gini_coefficient,gini_coefficient_std,eawi_alpha_10,eawi_alpha_10_std,eawi_alpha_20,eawi_alpha_20_std,eawi_alpha_30,eawi_alpha_30_std,Folds_Present
assist2009,deep_irt,"0    0.707113
Name: overall_dataset_auc_mean, dtype: float64","0    0.0014
Name: overall_dataset_auc_std, dtype: float64","0    0.585206
Name: student_auc_mean_mean, dtype: float64","0    0.002327
Name: student_auc_mean_std, dtype: float64","0    0.200261
Name: student_auc_std_mean, dtype: float64","0    0.000853
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",2.9222113797952787,"0    0.585206
Name: student_auc_average_auc_mean, dtype: float64","0    0.002327
Name: student_auc_average_auc_std, dtype: float64","0    0.184754
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.001344
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.477088
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.002413
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.388946
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002482
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.317089
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002482
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
assist2009,dimkt,"0    0.74508
Name: overall_dataset_auc_mean, dtype: float64","0    0.001377
Name: overall_dataset_auc_std, dtype: float64","0    0.625987
Name: student_auc_mean_mean, dtype: float64","0    0.004355
Name: student_auc_mean_std, dtype: float64","0    0.195796
Name: student_auc_std_mean, dtype: float64","0    0.003627
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",3.197143640176983,"0    0.625987
Name: student_auc_average_auc_mean, dtype: float64","0    0.004355
Name: student_auc_average_auc_std, dtype: float64","0    0.169164
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.004345
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.520105
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.006073
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.432142
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.007199
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.359063
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.007794
Name: student_auc_eawi_alpha_30_std, dtype: float64","42,42,42,3407,3407"
assist2009,dkt,"0    0.719654
Name: overall_dataset_auc_mean, dtype: float64","0    0.000531
Name: overall_dataset_auc_std, dtype: float64","0    0.591484
Name: student_auc_mean_mean, dtype: float64","0    0.002395
Name: student_auc_mean_std, dtype: float64","0    0.199128
Name: student_auc_std_mean, dtype: float64","0    0.003626
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",2.9703701262304425,"0    0.591484
Name: student_auc_average_auc_mean, dtype: float64","0    0.002395
Name: student_auc_average_auc_std, dtype: float64","0    0.181828
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.00341
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.483936
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.00292
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.395949
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.003785
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.323963
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.004367
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
assist2009,dkt+,"0    0.719271
Name: overall_dataset_auc_mean, dtype: float64","0    0.002973
Name: overall_dataset_auc_std, dtype: float64","0    0.589977
Name: student_auc_mean_mean, dtype: float64","0    0.003281
Name: student_auc_mean_std, dtype: float64","0    0.199267
Name: student_auc_std_mean, dtype: float64","0    0.004587
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",2.9607386688920783,"0    0.589977
Name: student_auc_average_auc_mean, dtype: float64","0    0.003281
Name: student_auc_average_auc_std, dtype: float64","0    0.182085
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.004047
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.482551
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.003496
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.394692
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.004368
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.322837
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.005007
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
assist2009,dkvmn,"0    0.707621
Name: overall_dataset_auc_mean, dtype: float64","0    0.003032
Name: overall_dataset_auc_std, dtype: float64","0    0.57902
Name: student_auc_mean_mean, dtype: float64","0    0.002636
Name: student_auc_mean_std, dtype: float64","0    0.20444
Name: student_auc_std_mean, dtype: float64","0    0.003989
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",2.832226320257246,"0    0.57902
Name: student_auc_average_auc_mean, dtype: float64","0    0.002636
Name: student_auc_average_auc_std, dtype: float64","0    0.190663
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.00506
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.468632
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.005057
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.379302
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.006479
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.307009
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.007183
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
assist2009,gkt,"0    0.704154
Name: overall_dataset_auc_mean, dtype: float64","0    0.00521
Name: overall_dataset_auc_std, dtype: float64","0    0.586257
Name: student_auc_mean_mean, dtype: float64","0    0.008238
Name: student_auc_mean_std, dtype: float64","0    0.199712
Name: student_auc_std_mean, dtype: float64","0    0.006236
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",2.935512103529904,"0    0.586257
Name: student_auc_average_auc_mean, dtype: float64","0    0.008238
Name: student_auc_average_auc_std, dtype: float64","0    0.184101
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.008281
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.478374
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.011245
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.390377
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.013041
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.318593
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.013848
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
assist2009,hawkes,"0    0.690834
Name: overall_dataset_auc_mean, dtype: float64","0    0.003027
Name: overall_dataset_auc_std, dtype: float64","0    0.616776
Name: student_auc_mean_mean, dtype: float64","0    0.001194
Name: student_auc_mean_std, dtype: float64","0    0.19573
Name: student_auc_std_mean, dtype: float64","0    0.002033
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",3.1511548197001114,"0    0.616776
Name: student_auc_average_auc_mean, dtype: float64","0    0.001194
Name: student_auc_average_auc_std, dtype: float64","0    0.171918
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.00226
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.510742
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.002
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.42294
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002739
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.350234
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.003204
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
assist2009,kqn,"0    0.711676
Name: overall_dataset_auc_mean, dtype: float64","0    0.001184
Name: overall_dataset_auc_std, dtype: float64","0    0.565355
Name: student_auc_mean_mean, dtype: float64","0    0.003151
Name: student_auc_mean_std, dtype: float64","0    0.202767
Name: student_auc_std_mean, dtype: float64","0    0.002882
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",2.788203857092856,"0    0.565355
Name: student_auc_average_auc_mean, dtype: float64","0    0.003151
Name: student_auc_average_auc_std, dtype: float64","0    0.194951
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.004124
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.455149
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.004844
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.366433
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.005782
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.295015
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.006179
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
assist2009,saint,"0    0.649471
Name: overall_dataset_auc_mean, dtype: float64","0    0.003085
Name: overall_dataset_auc_std, dtype: float64","0    0.511611
Name: student_auc_mean_mean, dtype: float64","0    0.012362
Name: student_auc_mean_std, dtype: float64","0    0.192737
Name: student_auc_std_mean, dtype: float64","0    0.002534
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",2.6544491380341793,"0    0.511611
Name: student_auc_average_auc_mean, dtype: float64","0    0.012362
Name: student_auc_average_auc_std, dtype: float64","0    0.201233
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.007695
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.408731
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.013696
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.326563
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.014037
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.260933
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.013706
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
assist2009,sakt,"0    0.685521
Name: overall_dataset_auc_mean, dtype: float64","0    0.002816
Name: overall_dataset_auc_std, dtype: float64","0    0.550095
Name: student_auc_mean_mean, dtype: float64","0    0.004676
Name: student_auc_mean_std, dtype: float64","0    0.197352
Name: student_auc_std_mean, dtype: float64","0    0.004014
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",2.78737917100889,"0    0.550095
Name: student_auc_average_auc_mean, dtype: float64","0    0.004676
Name: student_auc_average_auc_std, dtype: float64","0    0.192679
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.005127
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.444121
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.006401
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.358573
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.007362
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.289513
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.007727
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
assist2009,skvmn,"0    0.684738
Name: overall_dataset_auc_mean, dtype: float64","0    0.002344
Name: overall_dataset_auc_std, dtype: float64","0    0.557914
Name: student_auc_mean_mean, dtype: float64","0    0.009517
Name: student_auc_mean_std, dtype: float64","0    0.196967
Name: student_auc_std_mean, dtype: float64","0    0.002943
Name: student_auc_std_std, dtype: float64","0    1.0
Name: student_auc_max_mean, dtype: float64","0    0.0
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    1.0
Name: student_auc_range_mean, dtype: float64","0    0.0
Name: student_auc_range_std, dtype: float64",2.8325253878295773,"0    0.557914
Name: student_auc_average_auc_mean, dtype: float64","0    0.009517
Name: student_auc_average_auc_std, dtype: float64","0    0.19061
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.005346
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.451608
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.010543
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.365571
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.010874
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.295935
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.01071
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
bridge2algebra2006,akt,"0    0.815259
Name: overall_dataset_auc_mean, dtype: float64","0    0.001032
Name: overall_dataset_auc_std, dtype: float64","0    0.79323
Name: student_auc_mean_mean, dtype: float64","0    0.001804
Name: student_auc_mean_std, dtype: float64","0    0.076288
Name: student_auc_std_mean, dtype: float64","0    0.000532
Name: student_auc_std_std, dtype: float64","0    0.919485
Name: student_auc_max_mean, dtype: float64","0    0.01867
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.919485
Name: student_auc_range_mean, dtype: float64","0    0.01867
Name: student_auc_range_std, dtype: float64",11.308295648378891,"0    0.79323
Name: student_auc_average_auc_mean, dtype: float64","0    0.001804
Name: student_auc_average_auc_std, dtype: float64","0    0.036482
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000597
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.764291
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001968
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.736409
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002192
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.709543
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002443
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
bridge2algebra2006,atkt,"0    0.820439
Name: overall_dataset_auc_mean, dtype: float64","0    0.001505
Name: overall_dataset_auc_std, dtype: float64","0    0.798085
Name: student_auc_mean_mean, dtype: float64","0    0.003708
Name: student_auc_mean_std, dtype: float64","0    0.067426
Name: student_auc_std_mean, dtype: float64","0    0.011038
Name: student_auc_std_std, dtype: float64","0    0.950125
Name: student_auc_max_mean, dtype: float64","0    0.045931
Name: student_auc_max_std, dtype: float64","0    0.2
Name: student_auc_min_mean, dtype: float64","0    0.273861
Name: student_auc_min_std, dtype: float64","0    0.750125
Name: student_auc_range_mean, dtype: float64","0    0.228412
Name: student_auc_range_std, dtype: float64",15.779251726003622,"0    0.798085
Name: student_auc_average_auc_mean, dtype: float64","0    0.003708
Name: student_auc_average_auc_std, dtype: float64","0    0.035086
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.002123
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.77009
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.005205
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.743079
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.006623
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.717019
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.007948
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
bridge2algebra2006,atktfix,"0    0.786985
Name: overall_dataset_auc_mean, dtype: float64","0    0.00102
Name: overall_dataset_auc_std, dtype: float64","0    0.75656
Name: student_auc_mean_mean, dtype: float64","0    0.001477
Name: student_auc_mean_std, dtype: float64","0    0.077997
Name: student_auc_std_mean, dtype: float64","0    0.001131
Name: student_auc_std_std, dtype: float64","0    0.88955
Name: student_auc_max_mean, dtype: float64","0    0.005443
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.88955
Name: student_auc_range_mean, dtype: float64","0    0.005443
Name: student_auc_range_std, dtype: float64",10.904182174883628,"0    0.75656
Name: student_auc_average_auc_mean, dtype: float64","0    0.001477
Name: student_auc_average_auc_std, dtype: float64","0    0.044593
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000865
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.722824
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001935
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.690592
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.002408
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.659798
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.002859
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
bridge2algebra2006,bakt,"0    0.812416
Name: overall_dataset_auc_mean, dtype: float64","0    0.00034
Name: overall_dataset_auc_std, dtype: float64","0    0.78988
Name: student_auc_mean_mean, dtype: float64","0    0.000632
Name: student_auc_mean_std, dtype: float64","0    0.077369
Name: student_auc_std_mean, dtype: float64","0    0.000984
Name: student_auc_std_std, dtype: float64","0    0.911571
Name: student_auc_max_mean, dtype: float64","0    0.002508
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.911571
Name: student_auc_range_mean, dtype: float64","0    0.002508
Name: student_auc_range_std, dtype: float64",11.199666586229437,"0    0.78988
Name: student_auc_average_auc_mean, dtype: float64","0    0.000632
Name: student_auc_average_auc_std, dtype: float64","0    0.037962
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.000575
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.759895
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.001018
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.731049
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.001399
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.703297
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.001758
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
bridge2algebra2006,bakt_time,"0    0.81982
Name: overall_dataset_auc_mean, dtype: float64","0   NaN
Name: overall_dataset_auc_std, dtype: float64","0    0.797697
Name: student_auc_mean_mean, dtype: float64","0   NaN
Name: student_auc_mean_std, dtype: float64","0    0.078433
Name: student_auc_std_mean, dtype: float64","0   NaN
Name: student_auc_std_std, dtype: float64","0    0.920582
Name: student_auc_max_mean, dtype: float64","0   NaN
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0   NaN
Name: student_auc_min_std, dtype: float64","0    0.920582
Name: student_auc_range_mean, dtype: float64","0   NaN
Name: student_auc_range_std, dtype: float64",11.0477572672094,"0    0.797697
Name: student_auc_average_auc_mean, dtype: float64","0   NaN
Name: student_auc_average_auc_std, dtype: float64","0    0.037359
Name: student_auc_gini_coefficient_mean, dtype: float64","0   NaN
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.767895
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.739207
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.711591
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0   NaN
Name: student_auc_eawi_alpha_30_std, dtype: float64",0
bridge2algebra2006,deep_irt,"0    0.790469
Name: overall_dataset_auc_mean, dtype: float64","0    0.000663
Name: overall_dataset_auc_std, dtype: float64","0    0.761356
Name: student_auc_mean_mean, dtype: float64","0    0.001875
Name: student_auc_mean_std, dtype: float64","0    0.080438
Name: student_auc_std_mean, dtype: float64","0    0.002307
Name: student_auc_std_std, dtype: float64","0    0.915045
Name: student_auc_max_mean, dtype: float64","0    0.015154
Name: student_auc_max_std, dtype: float64","0    0.0
Name: student_auc_min_mean, dtype: float64","0    0.0
Name: student_auc_min_std, dtype: float64","0    0.915045
Name: student_auc_range_mean, dtype: float64","0    0.015154
Name: student_auc_range_std, dtype: float64",10.34393668765741,"0    0.761356
Name: student_auc_average_auc_mean, dtype: float64","0    0.001875
Name: student_auc_average_auc_std, dtype: float64","0    0.046092
Name: student_auc_gini_coefficient_mean, dtype: float64","0    0.00153
Name: student_auc_gini_coefficient_std, dtype: float64","0    0.726265
Name: student_auc_eawi_alpha_10_mean, dtype: float64","0    0.002786
Name: student_auc_eawi_alpha_10_std, dtype: float64","0    0.692793
Name: student_auc_eawi_alpha_20_mean, dtype: float64","0    0.003695
Name: student_auc_eawi_alpha_20_std, dtype: float64","0    0.660865
Name: student_auc_eawi_alpha_30_mean, dtype: float64","0    0.004541
Name: student_auc_eawi_alpha_30_std, dtype: float64","0,1,2,3,4"
